type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general_submenu,0,Generating all permutations of a given string - Stack Overflow,https://stackoverflow.com/questions/4240080/generating-all-permutations-of-a-given-string,stackoverflow.com › questions › generating-all-permut...,,4,Write a function to find all permutations of the letters in a particular string.,en,,3
general,0,Find all permutations of a string in C++ (Using Backtracking ...,https://www.techiedelight.com/find-permutations-given-string/,www.techiedelight.com › find-permutations-given-string,,5,Write a function to find all permutations of the letters in a particular string.,en,,4
general,0,Permutation in String - LeetCode,https://leetcode.com/problems/permutation-in-string/,leetcode.com › problems › permutation-in-string,,6,Write a function to find all permutations of the letters in a particular string.,en,,5
general,0,How to Find All Permutations of String in Java ... - Javarevisited,https://javarevisited.blogspot.com/2015/08/how-to-find-all-permutations-of-string-java-example.html,javarevisited.blogspot.com › 2015/08 › how-to-find-all...,,7,Write a function to find all permutations of the letters in a particular string.,en,,6
general,0,Print all permutations of a given string - Tutorialspoint,https://www.tutorialspoint.com/Print-all-permutations-of-a-given-string,www.tutorialspoint.com › Print-all-permutations-of-a-gi...,,8,Write a function to find all permutations of the letters in a particular string.,en,,7
general,0,Find All Permutations of a String in Javascript | by noam sauer ...,https://levelup.gitconnected.com/find-all-permutations-of-a-string-in-javascript-af41bfe072d2,levelup.gitconnected.com › find-all-permutations-of-a-s...,,9,Write a function to find all permutations of the letters in a particular string.,en,,8
searches_related,0,,,,"[{'text': 'print all permutations of a string with duplicates', 'url': '/search?q=print+all+permutations+of+a+string+with+duplicates&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoAHoECBAQAQ'}, {'text': 'print all permutations of a string python', 'url': '/search?q=print+all+permutations+of+a+string+python&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoAXoECBAQAg'}, {'text': 'print all permutations of a string java', 'url': '/search?q=print+all+permutations+of+a+string+java&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoAnoECBAQAw'}, {'text': 'print all permutations of a string c++', 'url': '/search?q=print+all+permutations+of+a+string+c%2B%2B&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoA3oECBAQBA'}, {'text': 'generate all permutations of a string leetcode', 'url': '/search?q=generate+all+permutations+of+a+string+leetcode&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoBHoECBAQBQ'}, {'text': 'print all permutations of a string c++ recursion', 'url': '/search?q=print+all+permutations+of+a+string+c%2B%2B+recursion&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoBXoECBAQBg'}, {'text': 'permutation of string in java with recursion', 'url': '/search?q=permutation+of+string+in+java+with+recursion&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoBnoECBAQBw'}, {'text': 'permutation of string in java without recursion', 'url': '/search?q=permutation+of+string+in+java+without+recursion&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQ1QIoB3oECBAQCA'}]",10,Write a function to find all permutations of the letters in a particular string.,en,,9
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,Print all subsets of given size of a set - GeeksforGeeks,https://www.geeksforgeeks.org/print-subsets-given-size-set/,www.geeksforgeeks.org › print-subsets-given-size-set,,0,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,0
general_submenu,0,Find all subsets of length k in an array - Stack Overflow,https://stackoverflow.com/questions/12548312/find-all-subsets-of-length-k-in-an-array,stackoverflow.com › questions › find-all-subsets-of-len...,,1,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,1
general,0,Print All Combinations of subset of size K from Given Array ...,https://algorithms.tutorialhorizon.com/print-all-combinations-of-subset-of-size-k-from-given-array/,algorithms.tutorialhorizon.com › print-all-combinations...,,2,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,2
general,0,Backtracking for listing k elements - Computer Science Stack ...,https://cs.stackexchange.com/questions/11507/backtracking-for-listing-k-elements,cs.stackexchange.com › questions › backtracking-for-li...,,3,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,3
general,0,What is the recursive solution for finding all subsets of a given ...,https://www.quora.com/What-is-the-recursive-solution-for-finding-all-subsets-of-a-given-array,www.quora.com › What-is-the-recursive-solution-for-fi...,,4,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,4
general,0,Print all subsets (power set) - Coderbyte | The #1 Coding ...,https://coderbyte.com/algorithm/print-all-subsets-given-set,coderbyte.com › algorithm › print-all-subsets-given-set,,5,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,5
unknown,0,,,,,0,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,6
general,0,Combinations - Rosetta Code,https://rosettacode.org/wiki/Combinations,rosettacode.org › wiki › Combinations,,7,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,7
general,0,Algorithms For Generating Permutations And Combinations,http://gle.primariasanvincenzo.it/algorithms-for-generating-permutations-and-combinations.html,gle.primariasanvincenzo.it › algorithms-for-generating-...,,8,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,8
general,0,Search-TADM2E - Algorithm Wiki,https://www.algorist.com/algowiki/index.php/Search-TADM2E,www.algorist.com › algowiki › index.php,,9,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,9
general,0,Heap's algorithm - Wikipedia,https://en.wikipedia.org/wiki/Heap%27s_algorithm,en.wikipedia.org › wiki › Heap's_algorithm,,10,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,10
unknown,0,,,,,11,Implement an efficient algorithm for listing all k-element subsets of n items.,en,,11
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,Creating an anagram with a string of characters using ...,https://stackoverflow.com/questions/41203684/creating-an-anagram-with-a-string-of-characters-using-backtracking,stackoverflow.com › questions › creating-an-anagram-...,,0,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,0
general,0,anagram – panictank,http://blog.panictank.net/tag/anagram/,blog.panictank.net › tag › anagram,,1,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,1
general,0,Page 50 – All models are false but some models ... - panictank,http://blog.panictank.net/page/50/,blog.panictank.net › page,,2,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,2
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,"https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=An+anagram+is+a+rearrangement+of+the+letters+in+a+given+string+into+a+sequence+of+dictionary+words,+like+Steven+Skiena+into+Vainest+Knees.+Propose+an+algorithm+to+construct+all+the+anagrams+of+a+given+string.&source=bl&ots=za5GPSLU1l&sig=ACfU3U2J0Y7daqbIeljFD8IfctsnA-QZqg&hl=en&sa=X&ved=2ahUKEwiA0K-Kt-rsAhWaoXIEHbJNA7UQ6AEwA3oECAEQAg",books.google.com › books,,3,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,3
general,0,micheleorsi/exercises - GitHub,https://github.com/micheleorsi/exercises,github.com › micheleorsi › exercises,,4,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,4
general,0,The Algorithm Design Manual - CiteSeerX,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.471.4772&rep=rep1&type=pdf,citeseerx.ist.psu.edu › viewdoc › download,,5,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,5
general,0,Skiena The Algorithm Design Manual - UserManual.wiki,https://usermanual.wiki/Pdf/SkienaTheAlgorithmDesignManual.670365799/help,usermanual.wiki › Pdf › help,,6,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,6
general,0,The Algorithm Design Manual,https://link.springer.com/content/pdf/10.1007%2F978-1-84800-070-4.pdf,link.springer.com › content › pdf,,7,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,7
general,0,Combinatorial Search and Heuristic Methods,https://bjpcjp.github.io/pdfs/math/combinational-search-ADM.pdf,bjpcjp.github.io › math › combinational-search-ADM,,8,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,8
general,0,Skiena Solutions - Boccia England,http://bocciaengland.org.uk/skiena_solutions.pdf,bocciaengland.org.uk › skiena_solutions,,9,"An anagram is a rearrangement of the letters in a given string into a sequence of dictionary words, like Steven Skiena into Vainest Knees. Propose an algorithm to construct all the anagrams of a given string.",en,,9
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,Print all possible words from phone digits - GeeksforGeeks,https://www.geeksforgeeks.org/find-possible-words-phone-digits/,www.geeksforgeeks.org › find-possible-words-phone-d...,,0,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,0
general,0,micheleorsi/exercises - GitHub,https://github.com/micheleorsi/exercises,github.com › micheleorsi › exercises,,1,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,1
general,0,Search-TADM2E - Algorithm Wiki,https://www.algorist.com/algowiki/index.php/Search-TADM2E,www.algorist.com › algowiki › index.php,,2,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,2
general_submenu,0,How can I print out all possible letter combinations a given ...,https://stackoverflow.com/questions/2344496/how-can-i-print-out-all-possible-letter-combinations-a-given-phone-number-can-re,stackoverflow.com › questions › how-can-i-print-out-al...,,3,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,3
general,0,What does your phone number spell?,https://phonespell.org/phonespell.html,phonespell.org › phonespell,,4,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,4
general,0,Phone number to word conversion: Number2Word,http://www.number2word.com/,www.number2word.com,,5,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,5
general,0,Telephone keypad - Wikipedia,https://en.wikipedia.org/wiki/Telephone_keypad,en.wikipedia.org › wiki › Telephone_keypad,,6,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,6
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,"https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=Telephone+keypads+have+letters+on+each+numerical+key.+Write+a+program+that+generates+all+possible+words+resulting+from+translating+a+given+digit+sequence+(e.g.,+145345)+into+letters.&source=bl&ots=za5GPSLU1m&sig=ACfU3U32RiO1rffojAH-iT1Vm0wJ4RcHJg&hl=en&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ6AEwB3oECAEQAg",books.google.com › books,,7,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,7
general,0,,,,,8,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,8
general,0,Chapter 9 - The Algorithm Design Manual Solution Wiki,http://54.218.123.211/index.php/Chapter_9,54.218.123.211 › index.php › Chapter_9,,9,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,9
general,0,Time complexity for recursive algorithm mapping digits to ...,https://www.xspdf.com/resolution/50442319.html,www.xspdf.com › resolution,,10,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,10
searches_related,0,,,,"[{'text': 'print all possible words from phone digits python', 'url': '/search?q=print+all+possible+words+from+phone+digits+python&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoAHoECAwQAQ'}, {'text': 'print all possible words from phone digits java', 'url': '/search?q=print+all+possible+words+from+phone+digits+java&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoAXoECAwQAg'}, {'text': 'print all possible words from phone digits leetcode', 'url': '/search?q=print+all+possible+words+from+phone+digits+leetcode&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoAnoECAwQAw'}, {'text': 'print all possible words from phone digits javascript', 'url': '/search?q=print+all+possible+words+from+phone+digits+javascript&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoA3oECAwQBA'}, {'text': 'possible words from phone digits practice', 'url': '/search?q=possible+words+from+phone+digits+practice&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoBHoECAwQBQ'}, {'text': 'letter combinations of a phone number python', 'url': '/search?q=letter+combinations+of+a+phone+number+python&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoBXoECAwQBg'}, {'text': 'mobile numeric keypad problem dynamic programming', 'url': '/search?q=mobile+numeric+keypad+problem+dynamic+programming&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoBnoECAwQBw'}, {'text': 'convert letters to phone numbers python', 'url': '/search?q=convert+letters+to+phone+numbers+python&sa=X&ved=2ahUKEwjf4dqKt-rsAhXZqXIEHWLjArQQ1QIoB3oECAwQCA'}]",11,"Telephone keypads have letters on each numerical key. Write a program that generates all possible words resulting from translating a given digit sequence (e.g., 145345) into letters.",en,,11
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,Using 2^n steps to get every possible combination of people ...,https://stackoverflow.com/questions/10562989/using-2n-steps-to-get-every-possible-combination-of-people-in-a-room,stackoverflow.com › questions › using-2n-steps-to-get-...,,0,"You start with an empty room and a group of n people waiting outside. At each step, you may either admit one person into the room, or let one out. Can you arrange a sequence of 2n steps, so that every possible combination of people is achieved exactly once?",en,,0
